8.000000000000000000e+00,7.780808117235956445e+00,2.337798208829572973e-04,6.563934779843224376e+00,7.463148602895704364e+00
8.000000000000000000e+00,7.780854321885429137e+00,6.293931080296429666e-04,6.563657357768917677e+00,7.462873382715090820e+00
7.999999865918281827e+00,7.780729670544559440e+00,2.938004478616564920e-04,6.563708004093557591e+00,7.462777949799162869e+00
7.999999928384715631e+00,7.780710817263747359e+00,5.603353688051252411e-05,6.563942694475857209e+00,7.463002444704123661e+00
7.999999916647670517e+00,7.780749822661327642e+00,1.307946661290148986e-04,6.563595041707787736e+00,7.462638736592115407e+00
8.000000000000000000e+00,7.780818406885646965e+00,5.405619998047597654e-04,6.563665319826037958e+00,7.462837010688314621e+00
7.999999968561251507e+00,7.780833198776079485e+00,4.056305581631581940e-04,6.563684526538105857e+00,7.462858859619155183e+00
7.999999935523394612e+00,7.780763951922427424e+00,1.878529847522071225e-04,6.563697504358012580e+00,7.462814943269403756e+00
7.999999959700620167e+00,7.780790569989724403e+00,2.920332661132653490e-04,6.563669646975512251e+00,7.462762960174635474e+00
7.999999951192153347e+00,7.780759660261537647e+00,3.130571109644398340e-04,6.564128479492117307e+00,7.463333913309164735e+00
8.000000000000000000e+00,7.780709790582680085e+00,8.080184976882881249e-04,6.564306486031230570e+00,7.463467514420054627e+00
8.000000000000000000e+00,7.780659773376017441e+00,3.165297517145478860e-04,6.564231485674154598e+00,7.463330183976442100e+00
7.999999885095883556e+00,7.780772294339691086e+00,0.000000000000000000e+00,6.563969751236291117e+00,7.463160263079624990e+00
8.000000000000000000e+00,7.780817188140980889e+00,3.124610738794190100e-04,6.563576525293170150e+00,7.462715572541540610e+00
7.999999964412380038e+00,7.780736419951943539e+00,4.131812287266318053e-04,6.563920472028651254e+00,7.463056595875088739e+00
8.000000000000000000e+00,7.780734446660918735e+00,3.393623905869503775e-04,6.563698897999977078e+00,7.462758703720959730e+00
7.999999892403813817e+00,7.780722754847240630e+00,2.436134722252154741e-04,6.563686353883996460e+00,7.462748168781891067e+00
7.999999975596076673e+00,7.780843847272157277e+00,2.356325140143091402e-04,6.563690332160964758e+00,7.462869558549231286e+00
7.999999993191824643e+00,7.780831361979023697e+00,4.847917345175988576e-04,6.563780874996993475e+00,7.463011947883995134e+00
7.999999983805778925e+00,7.780789786141031783e+00,1.341139352884953824e-04,6.563665254340836697e+00,7.462779943504944669e+00
8.000000000000000000e+00,7.780719396366995610e+00,3.742688708284853060e-04,6.563837400138611500e+00,7.462935425047180438e+00
8.000000000000000000e+00,7.780787720201342239e+00,5.868723414621168297e-04,6.563680049677989459e+00,7.462807761426725861e+00
7.999999880726990753e+00,7.780751276151408824e+00,0.000000000000000000e+00,6.563963738112709834e+00,7.463131117118098956e+00
8.000000000000000000e+00,7.780744154772279764e+00,4.339285937291622805e-04,6.563872701096048701e+00,7.462978429107543832e+00
7.999999875151604378e+00,7.780877437542359942e+00,1.706017505877639956e-04,6.563694483039464345e+00,7.462927706246357040e+00
7.999999988710941423e+00,7.780725799296366318e+00,3.891144330464516997e-04,6.563860162285212851e+00,7.462984964079208083e+00
8.000000000000000000e+00,7.780748149007661318e+00,2.160955414228969099e-04,6.563668752546662155e+00,7.462747257153962366e+00
7.999999936657052224e+00,7.780677318027722222e+00,3.891144330464516997e-04,6.563831502383330019e+00,7.462898784479265579e+00
7.999999978292830605e+00,7.780699170739431736e+00,1.097465007950380639e-04,6.563982681085585469e+00,7.463095574840957980e+00
7.999999834677716137e+00,7.780784117796181398e+00,2.590414904493302931e-04,6.563655152787600144e+00,7.462786956467672539e+00
7.999999937575802633e+00,7.780819278827971530e+00,7.885292101800535358e-04,6.563685390673463793e+00,7.462851214917465725e+00
7.999999907548493994e+00,7.780675826804547057e+00,2.865053829107704151e-04,6.563935880562161707e+00,7.462992173820897079e+00
7.999999951192153347e+00,7.780808571353601266e+00,1.891324062844238060e-04,6.564011532359907974e+00,7.463221349767970025e+00
7.999999833295341034e+00,7.780789087255751468e+00,0.000000000000000000e+00,6.563712519095465936e+00,7.462855321800914155e+00
7.999999953774246997e+00,7.780700563672560577e+00,4.579492454702066909e-04,6.563833162555322787e+00,7.462914095639890277e+00
7.999999948291422136e+00,7.780812360060279431e+00,3.591121081272630839e-04,6.563935182982666205e+00,7.463172906569337961e+00
7.999999988710941423e+00,7.780805137111676650e+00,4.292951204000007353e-04,6.563699152050338270e+00,7.462856731392316867e+00
8.000000000000000000e+00,7.780871617835539489e+00,4.546302455355833772e-04,6.563515379668863226e+00,7.462678959673398005e+00
8.000000000000000000e+00,7.780773795651411362e+00,7.024796548956153790e-04,6.563749273933281003e+00,7.462904086755787425e+00
8.000000000000000000e+00,7.780722502363911275e+00,0.000000000000000000e+00,6.563588231160043307e+00,7.462590427552138195e+00
8.000000000000000000e+00,7.780966231837778579e+00,1.367079346179429517e-04,6.563544521957582312e+00,7.462835923429226526e+00
8.000000000000000000e+00,7.780864747461558650e+00,9.052712942757208973e-05,6.563823099109876935e+00,7.463080176885712902e+00
7.999999951192153347e+00,7.780886049793040549e+00,0.000000000000000000e+00,6.563769838899231601e+00,7.463027681000799163e+00
7.999999942662072705e+00,7.780804190820787447e+00,4.640938222984219573e-04,6.563768410083850036e+00,7.462945725163805832e+00
